date,product,customer,units
2021-04-01,Product-09,Customer-01,86503
2021-05-01,Product-09,Customer-01,98254
2021-06-01,Product-09,Customer-01,104855
2021-07-01,Product-09,Customer-01,106857
2021-08-01,Product-09,Customer-01,101318
2021-09-01,Product-09,Customer-01,112065
2021-10-01,Product-09,Customer-01,83562
2021-11-01,Product-09,Customer-01,80236
2021-12-01,Product-09,Customer-01,95167
2022-01-01,Product-09,Customer-01,68342
2022-02-01,Product-09,Customer-01,71305
2022-03-01,Product-09,Customer-01,98145
2022-04-01,Product-09,Customer-01,91075
2022-05-01,Product-09,Customer-01,123159
2022-06-01,Product-09,Customer-01,122461
2022-07-01,Product-09,Customer-01,148529
2022-08-01,Product-09,Customer-01,113465
2022-09-01,Product-09,Customer-01,108574
2022-10-01,Product-09,Customer-01,86808
2022-11-01,Product-09,Customer-01,81864
2022-12-01,Product-09,Customer-01,82613
2023-01-01,Product-09,Customer-01,82451
2023-02-01,Product-09,Customer-01,77949
2023-03-01,Product-09,Customer-01,88296
2023-04-01,Product-09,Customer-01,123404
2023-05-01,Product-09,Customer-01,108860
2023-06-01,Product-09,Customer-01,144668
2023-07-01,Product-09,Customer-01,149373
2023-08-01,Product-09,Customer-01,152595
2023-09-01,Product-09,Customer-01,114394
2023-10-01,Product-09,Customer-01,93695
2023-11-01,Product-09,Customer-01,94992
2023-12-01,Product-09,Customer-01,97391
2024-01-01,Product-09,Customer-01,89959
2024-02-01,Product-09,Customer-01,83645
2024-03-01,Product-09,Customer-01,107084
2024-04-01,Product-09,Customer-01,114463
2024-05-01,Product-09,Customer-01,121463
2024-06-01,Product-09,Customer-01,143669
2024-07-01,Product-09,Customer-01,166227
2024-08-01,Product-09,Customer-01,183734
2024-09-01,Product-09,Customer-01,121494
2024-10-01,Product-09,Customer-01,132551
2024-11-01,Product-09,Customer-01,123993
2024-12-01,Product-09,Customer-01,116057
2025-01-01,Product-09,Customer-01,110325
2025-02-01,Product-09,Customer-01,122292
2025-03-01,Product-09,Customer-01,112441
2025-04-01,Product-09,Customer-01,144667
2025-05-01,Product-09,Customer-01,146841
2025-06-01,Product-09,Customer-01,153340
2025-07-01,Product-09,Customer-01,161453
2025-08-01,Product-09,Customer-01,190088
2025-09-01,Product-09,Customer-01,144299
2025-10-01,Product-09,Customer-01,129378
2020-11-01,Product-09,Customer-02,29202
2020-12-01,Product-09,Customer-02,36231
2021-01-01,Product-09,Customer-02,25492
2021-02-01,Product-09,Customer-02,27659
2021-03-01,Product-09,Customer-02,40206
2021-04-01,Product-09,Customer-02,40257
2021-05-01,Product-09,Customer-02,46976
2021-06-01,Product-09,Customer-02,50092
2021-07-01,Product-09,Customer-02,61680
2021-08-01,Product-09,Customer-02,56891
2021-09-01,Product-09,Customer-02,42001
2021-10-01,Product-09,Customer-02,45095
2021-11-01,Product-09,Customer-02,39124
2021-12-01,Product-09,Customer-02,39226
2022-01-01,Product-09,Customer-02,35121
2022-02-01,Product-09,Customer-02,30170
2022-03-01,Product-09,Customer-02,41382
2022-04-01,Product-09,Customer-02,49566
2022-05-01,Product-09,Customer-02,42108
2022-06-01,Product-09,Customer-02,53482
2022-07-01,Product-09,Customer-02,64331
2022-08-01,Product-09,Customer-02,62713
2022-09-01,Product-09,Customer-02,54248
2022-10-01,Product-09,Customer-02,37895
2022-11-01,Product-09,Customer-02,41116
2022-12-01,Product-09,Customer-02,48571
2023-01-01,Product-09,Customer-02,32224
2023-02-01,Product-09,Customer-02,33177
2023-03-01,Product-09,Customer-02,43107
2023-04-01,Product-09,Customer-02,54234
2023-05-01,Product-09,Customer-02,47869
2023-06-01,Product-09,Customer-02,54742
2023-07-01,Product-09,Customer-02,62184
2023-08-01,Product-09,Customer-02,73301
2023-09-01,Product-09,Customer-02,49324
2023-10-01,Product-09,Customer-02,44760
2023-11-01,Product-09,Customer-02,38901
2023-12-01,Product-09,Customer-02,52189
2024-01-01,Product-09,Customer-02,36709
2024-02-01,Product-09,Customer-02,49723
2024-03-01,Product-09,Customer-02,43646
2024-04-01,Product-09,Customer-02,62887
2024-05-01,Product-09,Customer-02,62044
2024-06-01,Product-09,Customer-02,78827
2024-07-01,Product-09,Customer-02,80366
2024-08-01,Product-09,Customer-02,78480
2024-09-01,Product-09,Customer-02,56003
2024-10-01,Product-09,Customer-02,50824
2024-11-01,Product-09,Customer-02,45567
2024-12-01,Product-09,Customer-02,59865
2025-01-01,Product-09,Customer-02,39596
2025-02-01,Product-09,Customer-02,52358
2025-03-01,Product-09,Customer-02,48327
2025-04-01,Product-09,Customer-02,62600
2025-05-01,Product-09,Customer-02,64606
2025-06-01,Product-09,Customer-02,88128
2025-07-01,Product-09,Customer-02,91486
2025-08-01,Product-09,Customer-02,71721
2025-09-01,Product-09,Customer-02,67356
2025-10-01,Product-09,Customer-02,57708
2020-11-01,Product-08,Customer-03,146498
2020-12-01,Product-08,Customer-03,140390
2021-01-01,Product-08,Customer-03,104996
2021-02-01,Product-08,Customer-03,141473
2021-03-01,Product-08,Customer-03,160960
2021-04-01,Product-08,Customer-03,149850
2021-05-01,Product-08,Customer-03,171877
2021-06-01,Product-08,Customer-03,229601
2021-07-01,Product-08,Customer-03,233270
2021-08-01,Product-08,Customer-03,217007
2021-09-01,Product-08,Customer-03,160758
2021-10-01,Product-08,Customer-03,183708
2021-11-01,Product-08,Customer-03,152805
2021-12-01,Product-08,Customer-03,144677
2022-01-01,Product-08,Customer-03,140567
2022-02-01,Product-08,Customer-03,135871
2022-03-01,Product-08,Customer-03,163777
2022-04-01,Product-08,Customer-03,155711
2022-05-01,Product-08,Customer-03,186664
2022-06-01,Product-08,Customer-03,200838
2022-07-01,Product-08,Customer-03,234021
2022-08-01,Product-08,Customer-03,248481
2022-09-01,Product-08,Customer-03,194040
2022-10-01,Product-08,Customer-03,182874
2022-11-01,Product-08,Customer-03,176801
2022-12-01,Product-08,Customer-03,193018
2023-01-01,Product-08,Customer-03,153390
2023-02-01,Product-08,Customer-03,141714
2023-03-01,Product-08,Customer-03,173639
2023-04-01,Product-08,Customer-03,225984
2023-05-01,Product-08,Customer-03,249421
2023-06-01,Product-08,Customer-03,281108
2023-07-01,Product-08,Customer-03,245711
2023-08-01,Product-08,Customer-03,292370
2023-09-01,Product-08,Customer-03,228378
2023-10-01,Product-08,Customer-03,171385
2023-11-01,Product-08,Customer-03,187213
2023-12-01,Product-08,Customer-03,204893
2024-01-01,Product-08,Customer-03,176577
2024-02-01,Product-08,Customer-03,193193
2024-03-01,Product-08,Customer-03,206129
2024-04-01,Product-08,Customer-03,212562
2024-05-01,Product-08,Customer-03,275208
2024-06-01,Product-08,Customer-03,271545
2024-07-01,Product-08,Customer-03,279279
2024-08-01,Product-08,Customer-03,311109
2024-09-01,Product-08,Customer-03,244822
2024-10-01,Product-08,Customer-03,195034
2024-11-01,Product-08,Customer-03,167458
2024-12-01,Product-08,Customer-03,179807
2025-01-01,Product-08,Customer-03,176365
2025-02-01,Product-08,Customer-03,195998
2025-03-01,Product-08,Customer-03,240125
2025-04-01,Product-08,Customer-03,260921
2025-05-01,Product-08,Customer-03,303883
2025-06-01,Product-08,Customer-03,300471
2025-07-01,Product-08,Customer-03,322524
2025-08-01,Product-08,Customer-03,357333
2025-09-01,Product-08,Customer-03,280166
2025-10-01,Product-08,Customer-03,233596
2020-11-01,Product-08,Customer-05,59790
2020-12-01,Product-08,Customer-05,75571
2021-01-01,Product-08,Customer-05,54027
2021-02-01,Product-08,Customer-05,68317
2021-03-01,Product-08,Customer-05,68348
2021-04-01,Product-08,Customer-05,76079
2021-05-01,Product-08,Customer-05,85768
2021-06-01,Product-08,Customer-05,87820
2021-07-01,Product-08,Customer-05,94839
2021-08-01,Product-08,Customer-05,106221
2021-09-01,Product-08,Customer-05,92643
2021-10-01,Product-08,Customer-05,84691
2021-11-01,Product-08,Customer-05,79078
2021-12-01,Product-08,Customer-05,83996
2022-01-01,Product-08,Customer-05,62426
2022-02-01,Product-08,Customer-05,65664
2022-03-01,Product-08,Customer-05,79775
2022-04-01,Product-08,Customer-05,74031
2022-05-01,Product-08,Customer-05,91846
2022-06-01,Product-08,Customer-05,105535
2022-07-01,Product-08,Customer-05,116749
2022-08-01,Product-08,Customer-05,106870
2022-09-01,Product-08,Customer-05,98153
2022-10-01,Product-08,Customer-05,97368
2022-11-01,Product-08,Customer-05,73500
2022-12-01,Product-08,Customer-05,86889
2023-01-01,Product-08,Customer-05,67835
2023-02-01,Product-08,Customer-05,74588
2023-03-01,Product-08,Customer-05,72394
2023-04-01,Product-08,Customer-05,102534
2023-05-01,Product-08,Customer-05,115972
2023-06-01,Product-08,Customer-05,107452
2023-07-01,Product-08,Customer-05,145644
2023-08-01,Product-08,Customer-05,110004
2023-09-01,Product-08,Customer-05,120254
2023-10-01,Product-08,Customer-05,89423
2023-11-01,Product-08,Customer-05,92120
2023-12-01,Product-08,Customer-05,81055
2024-01-01,Product-08,Customer-05,74376
2024-02-01,Product-08,Customer-05,90978
2024-03-01,Product-08,Customer-05,94216
2024-04-01,Product-08,Customer-05,91511
2024-05-01,Product-08,Customer-05,98632
2024-06-01,Product-08,Customer-05,134775
2024-07-01,Product-08,Customer-05,149112
2024-08-01,Product-08,Customer-05,142111
2024-09-01,Product-08,Customer-05,102690
2024-10-01,Product-08,Customer-05,88688
2024-11-01,Product-08,Customer-05,87824
2024-12-01,Product-08,Customer-05,96889
2025-01-01,Product-08,Customer-05,89361
2025-02-01,Product-08,Customer-05,79118
2025-03-01,Product-08,Customer-05,114098
2025-04-01,Product-08,Customer-05,122823
2025-05-01,Product-08,Customer-05,144589
2025-06-01,Product-08,Customer-05,128948
2025-07-01,Product-08,Customer-05,137160
2025-08-01,Product-08,Customer-05,165860
2025-09-01,Product-08,Customer-05,124262
2025-10-01,Product-08,Customer-05,106555
2020-11-01,Product-08,Customer-04,63425
2020-12-01,Product-08,Customer-04,60083
2021-01-01,Product-08,Customer-04,55431
2021-02-01,Product-08,Customer-04,49666
2021-03-01,Product-08,Customer-04,64409
2021-04-01,Product-08,Customer-04,60453
2021-05-01,Product-08,Customer-04,85273
2021-06-01,Product-08,Customer-04,77077
2021-07-01,Product-08,Customer-04,108683
2021-08-01,Product-08,Customer-04,99625
2021-09-01,Product-08,Customer-04,86576
2021-10-01,Product-08,Customer-04,72705
2021-11-01,Product-08,Customer-04,56685
2021-12-01,Product-08,Customer-04,77078
2022-01-01,Product-08,Customer-04,48360
2022-02-01,Product-08,Customer-04,60582
2022-03-01,Product-08,Customer-04,59468
2022-04-01,Product-08,Customer-04,83581
2022-05-01,Product-08,Customer-04,80900
2022-06-01,Product-08,Customer-04,103823
2022-07-01,Product-08,Customer-04,97554
2022-08-01,Product-08,Customer-04,95023
2022-09-01,Product-08,Customer-04,98438
2022-10-01,Product-08,Customer-04,76555
2022-11-01,Product-08,Customer-04,67760
2022-12-01,Product-08,Customer-04,83817
2023-01-01,Product-08,Customer-04,56638
2023-02-01,Product-08,Customer-04,66085
2023-03-01,Product-08,Customer-04,78816
2023-04-01,Product-08,Customer-04,80307
2023-05-01,Product-08,Customer-04,93283
2023-06-01,Product-08,Customer-04,98424
2023-07-01,Product-08,Customer-04,104131
2023-08-01,Product-08,Customer-04,117572
2023-09-01,Product-08,Customer-04,84254
2023-10-01,Product-08,Customer-04,72333
2023-11-01,Product-08,Customer-04,86224
2023-12-01,Product-08,Customer-04,85788
2024-01-01,Product-08,Customer-04,71257
2024-02-01,Product-08,Customer-04,66810
2024-03-01,Product-08,Customer-04,72312
2024-04-01,Product-08,Customer-04,84529
2024-05-01,Product-08,Customer-04,108277
2024-06-01,Product-08,Customer-04,128288
2024-07-01,Product-08,Customer-04,134964
2024-08-01,Product-08,Customer-04,109556
2024-09-01,Product-08,Customer-04,117924
2024-10-01,Product-08,Customer-04,95431
2024-11-01,Product-08,Customer-04,78490
2024-12-01,Product-08,Customer-04,82016
2025-01-01,Product-08,Customer-04,66699
2025-02-01,Product-08,Customer-04,78276
2025-03-01,Product-08,Customer-04,88305
2025-04-01,Product-08,Customer-04,88898
2025-05-01,Product-08,Customer-04,114378
2025-06-01,Product-08,Customer-04,124475
2025-07-01,Product-08,Customer-04,155986
2025-08-01,Product-08,Customer-04,129379
2025-09-01,Product-08,Customer-04,126000
2025-10-01,Product-08,Customer-04,97975
2020-11-01,Product-08,Customer-01,54515
2020-12-01,Product-08,Customer-01,56781
2021-01-01,Product-08,Customer-01,42344
2021-02-01,Product-08,Customer-01,58021
2021-03-01,Product-08,Customer-01,64808
2021-04-01,Product-08,Customer-01,58918
2021-05-01,Product-08,Customer-01,69882
2021-06-01,Product-08,Customer-01,83740
2021-07-01,Product-08,Customer-01,97585
2021-08-01,Product-08,Customer-01,77165
2021-09-01,Product-08,Customer-01,75679
2021-10-01,Product-08,Customer-01,70641
2021-11-01,Product-08,Customer-01,51963
2021-12-01,Product-08,Customer-01,64597
2022-01-01,Product-08,Customer-01,45926
2022-02-01,Product-08,Customer-01,50728
2022-03-01,Product-08,Customer-01,68814
2022-04-01,Product-08,Customer-01,81176
2022-05-01,Product-08,Customer-01,79993
2022-06-01,Product-08,Customer-01,87251
2022-07-01,Product-08,Customer-01,90807
2022-08-01,Product-08,Customer-01,90246
2022-09-01,Product-08,Customer-01,80970
2022-10-01,Product-08,Customer-01,69235
2022-11-01,Product-08,Customer-01,60745
2022-12-01,Product-08,Customer-01,75230
2023-01-01,Product-08,Customer-01,54617
2023-02-01,Product-08,Customer-01,56505
2023-03-01,Product-08,Customer-01,76246
2023-04-01,Product-08,Customer-01,68659
2023-05-01,Product-08,Customer-01,97477
2023-06-01,Product-08,Customer-01,110699
2023-07-01,Product-08,Customer-01,92170
2023-08-01,Product-08,Customer-01,94763
2023-09-01,Product-08,Customer-01,77362
2023-10-01,Product-08,Customer-01,70910
2023-11-01,Product-08,Customer-01,65618
2023-12-01,Product-08,Customer-01,67148
2024-01-01,Product-08,Customer-01,67360
2024-02-01,Product-08,Customer-01,73334
2024-03-01,Product-08,Customer-01,78398
2024-04-01,Product-08,Customer-01,87934
2024-05-01,Product-08,Customer-01,108064
2024-06-01,Product-08,Customer-01,102322
2024-07-01,Product-08,Customer-01,113760
2024-08-01,Product-08,Customer-01,104428
2024-09-01,Product-08,Customer-01,83823
2024-10-01,Product-08,Customer-01,95821
2024-11-01,Product-08,Customer-01,69699
2024-12-01,Product-08,Customer-01,81409
2025-01-01,Product-08,Customer-01,64694
2025-02-01,Product-08,Customer-01,73634
2025-03-01,Product-08,Customer-01,84770
2025-04-01,Product-08,Customer-01,96756
2025-05-01,Product-08,Customer-01,104221
2025-06-01,Product-08,Customer-01,118315
2025-07-01,Product-08,Customer-01,118937
2025-08-01,Product-08,Customer-01,143249
2025-09-01,Product-08,Customer-01,96449
2025-10-01,Product-08,Customer-01,81208
2020-11-01,Product-08,Customer-02,23882
2020-12-01,Product-08,Customer-02,22619
2021-01-01,Product-08,Customer-02,23925
2021-02-01,Product-08,Customer-02,23536
2021-03-01,Product-08,Customer-02,24412
2021-04-01,Product-08,Customer-02,30498
2021-05-01,Product-08,Customer-02,33315
2021-06-01,Product-08,Customer-02,34377
2021-07-01,Product-08,Customer-02,42359
2021-08-01,Product-08,Customer-02,38743
2021-09-01,Product-08,Customer-02,37199
2021-10-01,Product-08,Customer-02,33004
2021-11-01,Product-08,Customer-02,29253
2021-12-01,Product-08,Customer-02,26613
2022-01-01,Product-08,Customer-02,22394
2022-02-01,Product-08,Customer-02,26544
2022-03-01,Product-08,Customer-02,25331
2022-04-01,Product-08,Customer-02,34900
2022-05-01,Product-08,Customer-02,38900
2022-06-01,Product-08,Customer-02,36547
2022-07-01,Product-08,Customer-02,46214
2022-08-01,Product-08,Customer-02,45645
2022-09-01,Product-08,Customer-02,33867
2022-10-01,Product-08,Customer-02,35989
2022-11-01,Product-08,Customer-02,24964
2022-12-01,Product-08,Customer-02,34259
2023-01-01,Product-08,Customer-02,24389
2023-02-01,Product-08,Customer-02,30387
2023-03-01,Product-08,Customer-02,34633
2023-04-01,Product-08,Customer-02,37540
2023-05-01,Product-08,Customer-02,44273
2023-06-01,Product-08,Customer-02,47496
2023-07-01,Product-08,Customer-02,49294
2023-08-01,Product-08,Customer-02,50833
2023-09-01,Product-08,Customer-02,38641
2023-10-01,Product-08,Customer-02,35463
2023-11-01,Product-08,Customer-02,33478
2023-12-01,Product-08,Customer-02,32866
2024-01-01,Product-08,Customer-02,25774
2024-02-01,Product-08,Customer-02,27319
2024-03-01,Product-08,Customer-02,30952
2024-04-01,Product-08,Customer-02,36668
2024-05-01,Product-08,Customer-02,48857
2024-06-01,Product-08,Customer-02,50311
2024-07-01,Product-08,Customer-02,58678
2024-08-01,Product-08,Customer-02,51778
2024-09-01,Product-08,Customer-02,46132
2024-10-01,Product-08,Customer-02,33201
2024-11-01,Product-08,Customer-02,29994
2024-12-01,Product-08,Customer-02,38707
2025-01-01,Product-08,Customer-02,33694
2025-02-01,Product-08,Customer-02,34843
2025-03-01,Product-08,Customer-02,34128
2025-04-01,Product-08,Customer-02,44041
2025-05-01,Product-08,Customer-02,48635
2025-06-01,Product-08,Customer-02,55374
2025-07-01,Product-08,Customer-02,56515
2025-08-01,Product-08,Customer-02,58700
2025-09-01,Product-08,Customer-02,51474
2025-10-01,Product-08,Customer-02,41557
2020-11-01,Product-03,Customer-03,143893
2020-12-01,Product-03,Customer-03,152128
2021-01-01,Product-03,Customer-03,135035
2021-02-01,Product-03,Customer-03,145901
2021-03-01,Product-03,Customer-03,145780
2021-04-01,Product-03,Customer-03,143166
2021-05-01,Product-03,Customer-03,136413
2021-06-01,Product-03,Customer-03,156798
2021-07-01,Product-03,Customer-03,169757
2021-08-01,Product-03,Customer-03,165895
2021-09-01,Product-03,Customer-03,172234
2021-10-01,Product-03,Customer-03,145382
2021-11-01,Product-03,Customer-03,154222
2021-12-01,Product-03,Customer-03,152716
2022-01-01,Product-03,Customer-03,166856
2022-02-01,Product-03,Customer-03,150399
2022-03-01,Product-03,Customer-03,144223
2022-04-01,Product-03,Customer-03,159905
2022-05-01,Product-03,Customer-03,166289
2022-06-01,Product-03,Customer-03,214661
2022-07-01,Product-03,Customer-03,235490
2022-08-01,Product-03,Customer-03,242098
2022-09-01,Product-03,Customer-03,220222
2022-10-01,Product-03,Customer-03,163024
2022-11-01,Product-03,Customer-03,195846
2022-12-01,Product-03,Customer-03,195780
2023-01-01,Product-03,Customer-03,179926
2023-02-01,Product-03,Customer-03,180514
2023-03-01,Product-03,Customer-03,168898
2023-04-01,Product-03,Customer-03,202425
2023-05-01,Product-03,Customer-03,228954
2023-06-01,Product-03,Customer-03,243481
2023-07-01,Product-03,Customer-03,230447
2023-08-01,Product-03,Customer-03,251626
2023-09-01,Product-03,Customer-03,260763
2023-10-01,Product-03,Customer-03,221477
2023-11-01,Product-03,Customer-03,241410
2023-12-01,Product-03,Customer-03,235490
2024-01-01,Product-03,Customer-03,191097
2024-02-01,Product-03,Customer-03,234456
2024-03-01,Product-03,Customer-03,235976
2024-04-01,Product-03,Customer-03,229994
2024-05-01,Product-03,Customer-03,296488
2024-06-01,Product-03,Customer-03,304522
2024-07-01,Product-03,Customer-03,334039
2024-08-01,Product-03,Customer-03,257311
2024-09-01,Product-03,Customer-03,293134
2024-10-01,Product-03,Customer-03,294767
2024-11-01,Product-03,Customer-03,261593
2024-12-01,Product-03,Customer-03,267860
2025-01-01,Product-03,Customer-03,259947
2025-02-01,Product-03,Customer-03,273923
2025-03-01,Product-03,Customer-03,250703
2025-04-01,Product-03,Customer-03,248424
2025-05-01,Product-03,Customer-03,300429
2025-06-01,Product-03,Customer-03,347129
2025-07-01,Product-03,Customer-03,312278
2025-08-01,Product-03,Customer-03,390547
2025-09-01,Product-03,Customer-03,354291
2025-10-01,Product-03,Customer-03,340699
2020-11-01,Product-03,Customer-05,53827
2020-12-01,Product-03,Customer-05,69591
2021-01-01,Product-03,Customer-05,56279
2021-02-01,Product-03,Customer-05,61962
2021-03-01,Product-03,Customer-05,67084
2021-04-01,Product-03,Customer-05,68700
2021-05-01,Product-03,Customer-05,68337
2021-06-01,Product-03,Customer-05,92049
2021-07-01,Product-03,Customer-05,84540
2021-08-01,Product-03,Customer-05,86347
2021-09-01,Product-03,Customer-05,80289
2021-10-01,Product-03,Customer-05,66554
2021-11-01,Product-03,Customer-05,81521
2021-12-01,Product-03,Customer-05,80907
2022-01-01,Product-03,Customer-05,76545
2022-02-01,Product-03,Customer-05,71226
2022-03-01,Product-03,Customer-05,77864
2022-04-01,Product-03,Customer-05,84878
2022-05-01,Product-03,Customer-05,102854
2022-06-01,Product-03,Customer-05,85864
2022-07-01,Product-03,Customer-05,117192
2022-08-01,Product-03,Customer-05,106529
2022-09-01,Product-03,Customer-05,88066
2022-10-01,Product-03,Customer-05,90174
2022-11-01,Product-03,Customer-05,80131
2022-12-01,Product-03,Customer-05,85574
2023-01-01,Product-03,Customer-05,90773
2023-02-01,Product-03,Customer-05,99605
2023-03-01,Product-03,Customer-05,82740
2023-04-01,Product-03,Customer-05,108892
2023-05-01,Product-03,Customer-05,121136
2023-06-01,Product-03,Customer-05,97766
2023-07-01,Product-03,Customer-05,109247
2023-08-01,Product-03,Customer-05,126705
2023-09-01,Product-03,Customer-05,105259
2023-10-01,Product-03,Customer-05,96832
2023-11-01,Product-03,Customer-05,109634
2023-12-01,Product-03,Customer-05,100922
2024-01-01,Product-03,Customer-05,104840
2024-02-01,Product-03,Customer-05,109866
2024-03-01,Product-03,Customer-05,106407
2024-04-01,Product-03,Customer-05,105221
2024-05-01,Product-03,Customer-05,106631
2024-06-01,Product-03,Customer-05,127909
2024-07-01,Product-03,Customer-05,142886
2024-08-01,Product-03,Customer-05,137147
2024-09-01,Product-03,Customer-05,134912
2024-10-01,Product-03,Customer-05,127973
2024-11-01,Product-03,Customer-05,116479
2024-12-01,Product-03,Customer-05,131711
2025-01-01,Product-03,Customer-05,122290
2025-02-01,Product-03,Customer-05,108903
2025-03-01,Product-03,Customer-05,145763
2025-04-01,Product-03,Customer-05,118215
2025-05-01,Product-03,Customer-05,140128
2025-06-01,Product-03,Customer-05,172818
2025-07-01,Product-03,Customer-05,169074
2025-08-01,Product-03,Customer-05,189664
2025-09-01,Product-03,Customer-05,149549
2025-10-01,Product-03,Customer-05,151025
2020-11-01,Product-03,Customer-04,60525
2020-12-01,Product-03,Customer-04,52525
2021-01-01,Product-03,Customer-04,48080
2021-02-01,Product-03,Customer-04,56719
2021-03-01,Product-03,Customer-04,68909
2021-04-01,Product-03,Customer-04,55961
2021-05-01,Product-03,Customer-04,69885
2021-06-01,Product-03,Customer-04,77306
2021-07-01,Product-03,Customer-04,68865
2021-08-01,Product-03,Customer-04,76364
2021-09-01,Product-03,Customer-04,73620
2021-10-01,Product-03,Customer-04,76097
2021-11-01,Product-03,Customer-04,59665
2021-12-01,Product-03,Customer-04,67558
2022-01-01,Product-03,Customer-04,72676
2022-02-01,Product-03,Customer-04,70319
2022-03-01,Product-03,Customer-04,69235
2022-04-01,Product-03,Customer-04,85929
2022-05-01,Product-03,Customer-04,83865
2022-06-01,Product-03,Customer-04,98419
2022-07-01,Product-03,Customer-04,87704
2022-08-01,Product-03,Customer-04,99107
2022-09-01,Product-03,Customer-04,87603
2022-10-01,Product-03,Customer-04,78741
2022-11-01,Product-03,Customer-04,77442
2022-12-01,Product-03,Customer-04,78310
2023-01-01,Product-03,Customer-04,78097
2023-02-01,Product-03,Customer-04,71665
2023-03-01,Product-03,Customer-04,77534
2023-04-01,Product-03,Customer-04,92911
2023-05-01,Product-03,Customer-04,100791
2023-06-01,Product-03,Customer-04,116195
2023-07-01,Product-03,Customer-04,99362
2023-08-01,Product-03,Customer-04,99351
2023-09-01,Product-03,Customer-04,102272
2023-10-01,Product-03,Customer-04,88779
2023-11-01,Product-03,Customer-04,88740
2023-12-01,Product-03,Customer-04,98972
2024-01-01,Product-03,Customer-04,78718
2024-02-01,Product-03,Customer-04,81945
2024-03-01,Product-03,Customer-04,107859
2024-04-01,Product-03,Customer-04,113816
2024-05-01,Product-03,Customer-04,109379
2024-06-01,Product-03,Customer-04,123809
2024-07-01,Product-03,Customer-04,113711
2024-08-01,Product-03,Customer-04,111041
2024-09-01,Product-03,Customer-04,126588
2024-10-01,Product-03,Customer-04,110277
2024-11-01,Product-03,Customer-04,104017
2024-12-01,Product-03,Customer-04,125745
2025-01-01,Product-03,Customer-04,108175
2025-02-01,Product-03,Customer-04,101888
2025-03-01,Product-03,Customer-04,119988
2025-04-01,Product-03,Customer-04,124148
2025-05-01,Product-03,Customer-04,146207
2025-06-01,Product-03,Customer-04,147765
2025-07-01,Product-03,Customer-04,146278
2025-08-01,Product-03,Customer-04,135386
2025-09-01,Product-03,Customer-04,154203
2025-10-01,Product-03,Customer-04,112971
2020-11-01,Product-03,Customer-01,57461
2020-12-01,Product-03,Customer-01,52174
2021-01-01,Product-03,Customer-01,56772
2021-02-01,Product-03,Customer-01,50541
2021-03-01,Product-03,Customer-01,51860
2021-04-01,Product-03,Customer-01,51848
2021-05-01,Product-03,Customer-01,66456
2021-06-01,Product-03,Customer-01,69518
2021-07-01,Product-03,Customer-01,72196
2021-08-01,Product-03,Customer-01,64539
2021-09-01,Product-03,Customer-01,63178
2021-10-01,Product-03,Customer-01,54362
2021-11-01,Product-03,Customer-01,53481
2021-12-01,Product-03,Customer-01,59987
2022-01-01,Product-03,Customer-01,49730
2022-02-01,Product-03,Customer-01,51969
2022-03-01,Product-03,Customer-01,65010
2022-04-01,Product-03,Customer-01,63693
2022-05-01,Product-03,Customer-01,79699
2022-06-01,Product-03,Customer-01,76438
2022-07-01,Product-03,Customer-01,75260
2022-08-01,Product-03,Customer-01,90079
2022-09-01,Product-03,Customer-01,73336
2022-10-01,Product-03,Customer-01,76806
2022-11-01,Product-03,Customer-01,77860
2022-12-01,Product-03,Customer-01,82643
2023-01-01,Product-03,Customer-01,76650
2023-02-01,Product-03,Customer-01,68321
2023-03-01,Product-03,Customer-01,86639
2023-04-01,Product-03,Customer-01,92621
2023-05-01,Product-03,Customer-01,83599
2023-06-01,Product-03,Customer-01,108824
2023-07-01,Product-03,Customer-01,98822
2023-08-01,Product-03,Customer-01,112347
2023-09-01,Product-03,Customer-01,80164
2023-10-01,Product-03,Customer-01,77192
2023-11-01,Product-03,Customer-01,94798
2023-12-01,Product-03,Customer-01,96117
2024-01-01,Product-03,Customer-01,81378
2024-02-01,Product-03,Customer-01,90686
2024-03-01,Product-03,Customer-01,101506
2024-04-01,Product-03,Customer-01,109321
2024-05-01,Product-03,Customer-01,91238
2024-06-01,Product-03,Customer-01,118799
2024-07-01,Product-03,Customer-01,122436
2024-08-01,Product-03,Customer-01,133007
2024-09-01,Product-03,Customer-01,104005
2024-10-01,Product-03,Customer-01,104671
2024-11-01,Product-03,Customer-01,87581
2024-12-01,Product-03,Customer-01,111654
2025-01-01,Product-03,Customer-01,88400
2025-02-01,Product-03,Customer-01,92485
2025-03-01,Product-03,Customer-01,120742
2025-04-01,Product-03,Customer-01,111289
2025-05-01,Product-03,Customer-01,138303
2025-06-01,Product-03,Customer-01,149264
2025-07-01,Product-03,Customer-01,133106
2025-08-01,Product-03,Customer-01,137442
2025-09-01,Product-03,Customer-01,142265
2025-10-01,Product-03,Customer-01,110305
2020-11-01,Product-03,Customer-02,21737
2020-12-01,Product-03,Customer-02,22794
2021-01-01,Product-03,Customer-02,21516
2021-02-01,Product-03,Customer-02,25094
2021-03-01,Product-03,Customer-02,26141
2021-04-01,Product-03,Customer-02,30101
2021-05-01,Product-03,Customer-02,24360
2021-06-01,Product-03,Customer-02,27462
2021-07-01,Product-03,Customer-02,32593
2021-08-01,Product-03,Customer-02,33950
2021-09-01,Product-03,Customer-02,26719
